0.51015303	0.46607082
0.71396084	0.62182247
0.5152079	0.48723723
0.60586579	0.89182673
0.96670263	0.62085028
0.8221174	0.39548538
0.31775068	0.681086
0.58769677	0.83732229
0.13020167	0.04113213
0.25435426	0.45481485
0.8030309	0.36666273
0.66784589	0.84135235
0.01362635	0.4294097
0.56157937	0.72022634
0.45456094	0.36599841
0.90494922	0.65770693
0.28215885	0.5917721
0.06503435	0.27452203
0.47659189	0.37334111
0.98371192	0.55133627
0.92234958	0.6823212
0.56119625	0.71828817
0.65232469	0.88827438
0.7726796	0.38563534
0.10617579	0.10514833
0.00107337	0.43764822
0.54176379	0.61704188
0.00685779	0.43558984
0.45133767	0.36855496
0.19566205	0.13203761
0.78714313	0.36615422
0.61856262	0.91226652
0.01552096	0.42696512
0.89085396	0.62177918
0.76170319	0.41275515
0.90703504	0.66191426
0.7585686	0.4223281
0.38072994	0.57285347
0.33111079	0.68404777
0.50407844	0.44278755
0.56456859	0.73519907
0.76719736	0.3979019
0.77986778	0.37357968
0.48409788	0.38591681
0.80221322	0.36608895
0.47101215	0.36730369
0.2027589	0.1645487
0.57961489	0.8050237
0.66650026	0.84618704
0.67676529	0.80611462
0.94251124	0.67735986
0.77014853	0.39097443
0.73740432	0.50512379
0.86626227	0.53798812
0.99094832	0.51579391
0.5039276	0.4422416
0.62908555	0.91707003
0.79261032	0.36376185
0.44864921	0.37136036
0.52435711	0.52905128
0.17147322	0.05099641
0.13066575	0.04033939
0.21878112	0.2484674
0.1054805	0.10757667
0.14142585	0.02742449
0.4569683	0.36467549
0.78813305	0.36551848
0.28106398	0.58729678
0.22478673	0.2825897
0.90887473	0.66535889
0.00732885	0.43529057
0.58873933	0.84116345
0.54211787	0.61889616
0.65352398	0.88538152
0.31343498	0.67650679
0.23115882	0.31969901
0.41606383	0.44663789
0.29879879	0.64778607
0.67243639	0.82388097
0.93825748	0.68160432
0.34314769	0.67285161
0.56296257	0.72718888
0.11888856	0.06600711
0.16902126	0.0457266
0.27889542	0.57817019
0.55681466	0.69586235
0.48558916	0.38901304
0.95222323	0.66118609
0.23192084	0.32417639
0.47865839	0.37629742
0.5265224	0.53950203
0.79272079	0.36374159
0.19300765	0.12078313
0.90960045	0.66664735
0.92219639	0.68221511
0.01326637	0.42983925
0.76754963	0.39703574
0.94734264	0.67043637
0.81330552	0.37864959
0.92382979	0.68323857
